id,label,prediction,score,text
4930,1,0,0.4940365,最近，在马达加斯加首都连续发生了几起针对中国国民的恶性刑事案件，这些案件涉及的受害人主要以做生意、开餐馆、办中医诊所等方式赚钱谋生。
32236,0,1,0.53446895,火葬场、垃圾焚烧场等利于社会的建设项目经常中途夭折，这与干部的科学决策能力、政策执行能力、群众工作能力的低下，有着密不可分的关系。
36973,1,0,0.30060083,以损人利己手段牟取财富的，无论多少，都是肮脏的，可耻的；而损人利己的致富者，应被视为“社会公害”。
39770,1,0,0.33599627,4月15日，公安部发布A级通缉令公开通缉电信诈骗犯罪在逃人员吴春燕在广西宾阳县向公安机关投案自首。
38894,1,0,0.362706,在新词语不断流行和产生的同时，另有一些曾经流行一时的词语又逐渐受到冷遇，比如前几年还常用的“万元户”“倒爷”“大哥大”等现在就很少使用了。
5178,0,1,0.7938454,昔日盐井，今日建成温泉宾馆，泉水富含各种矿物质，沐浴时对人体有益。
11765,1,0,0.34510675,美国对中国出口轮胎实施为期三年的特保制裁，此举把中国产轮胎拒之于美国大门之外，将导致中国每年出口超过二十亿美元以上的损失。
37662,0,1,0.6598936,有谁能否认地球是绕着太阳转的呢？
2456,1,0,0.447188,中宣部负责人强调，必须把有偿新闻、买卖书号等不正当行为作为一次长期任务，长抓不懈。
43119,1,0,0.3052917,在今年7月8日，李克强总理在出席美国纽约银行家协会举办的午餐会上发表了题为《共同开创中美经贸合作的新局面》的演讲。
17592,1,0,0.35058892,部编语文教材紧紧围绕以社会主义核心价值观为核心，选文突出经典性，注重文质兼美，兼顾时代性。
31205,1,0,0.4750776,古镇在整治完里弄的脏乱差环境后，来自中国美术学院的专业设计团队将老城区延续至今的传统习俗融入里弄生活环境，打造出别具一格的弄堂文化，使古镇平添了许多风情。
28910,1,0,0.43049103,面对农村教师队伍不稳定、教师招聘难度大，某市有关领导提出，要不折不扣地落实好相关政策，满足农村学校教学需要。
20527,1,0,0.16189429,十八大以来，我国“小粉红”“小青马”群体蓬勃兴起，他们以年轻人特有的方式把国家荣誉与自己紧密联系在一起，使之成为弘扬正能量的生力军。
24362,1,0,0.18592486,我国高等教育发展的速度和规模可观，但也存在广为社会诟病的教育官僚化、精神羸弱、操守失范等。为此，《国家中长期教育改革和发展规划纲要》高瞻远瞩地提出了要“建成一批国际知名、有特色、高水平的高等学校”的新目标。
18312,1,0,0.3030294,国土资源部发出通知，要求各省市区国土资源行政主管部门及派驻地方的国家土地督察局采取有力措施，打击囤地、炒地等违法现象，坚决抑制少数城市地价过快上涨趋势。
5738,1,0,0.35696277,快速推进的现代化进程对传统建筑的毁坏是致命的，有些地方的传统建筑几乎被破坏殆尽，其承载的丰富文化内涵也就此失落。
38183,1,0,0.46299076,近年来，我国加快了高等教育的发展速度和规模，高校将一步扩大招生，并重点建设一批高水平的大学和学科。
36517,1,0,0.3053431,辽宁省教育厅、财政厅把完善和建立扶困助学制度作为践行“三个代表”、为教育办实事的重要举措。
33467,1,0,0.39453673,昨天中午，一辆大陆旅行团乘坐的游览车在台湾桃园发生车祸造成车上26人全部遇难的严重后果。
3094,1,0,0.42862135,近几年原本一枝独秀的央视春晚口碑日趋下滑，有的观众边看边骂、边骂还边看的现象屡见不鲜，但是，依然不错的收视率与可观的经济、品牌效益，令春晚成为诱人的蛋糕。
33099,1,0,0.4372461,英语越来越受到重视，汉语却显得有些式微。在加速走向“世界”的今天，中国人竟需要用考级的方式来唤起和提高母语的能力和重视。
25653,1,0,0.24935205,波音公司预计，未来20年内出售给印度市场的飞机销售额可达350亿美元以上，印度有望成为增速仅次于中国的第二大市场。
17930,1,0,0.46764028,《中国诗词大会》的热播为中华优秀传统文化进校园积累了经验，探索了路子。
30279,1,0,0.46699134,当年蔡先生从国外考察回来，抱有强烈的爱国热情，创办了爱国学社，倡导爱国精神。
38187,1,0,0.3818853,夏季饮食有三忌：一忌不可吃湿热、辛辣的食物，二忌不可过量吃苦味的食物，三忌不可吃不洁的食物。
44056,1,0,0.3379696,欣赏一首好诗不容易，创作一首好诗更不简单，小李对诗歌情有独钟，因此，他平时在这方面做了不少的努力。
43018,1,0,0.16451035,日前，国家主席习近平在北京出席“一带一路”国际合作高峰论坛开幕式，并将发表题为《携手推进“一带一路”建设》的演讲。
23643,1,0,0.4719731,搜狐第三届“读本好书”年度评选活动日前正在进行，此活动旨在推广一年来文学、社科和生活这三大类图书中最值得传播的好书。
19706,1,0,0.48492604,预计于2015年建成的粤港澳大桥，将从根本上解决阻碍粤港澳三地的交通，成为深化粤港澳合作，促进三地繁荣稳定的“金桥”。
32557,1,0,0.41261417,我们不仅要在课外学语文，还要在课堂中学语文。
40793,1,0,0.37952954,天安门广场等七个红色旅游景点是否收门票的问题，国家旅游局新闻发言人在记者招待会上予以否认。
1845,1,0,0.4781676,普通指甲油的成分一般由两类组成，一类是固态成分，主要是色素、闪光物质等；一类是液体的溶剂成分，主要有丙酮、乙酸乙酯等。
19696,1,0,0.28806156,北京地铁新版手机客户端（APP）将更新上线，新版APP将为乘客提供线路搭乘及票价查询、周边地标查询、运营故障信息推送等功能。
40992,1,0,0.21562162,10月13日，阿里巴巴董事局主席马云在天猫双11全球狂欢节启动仪式上说，外国人每当担心中国经济不行的时候，我们反而会变好。
42818,0,1,0.58218044,这个问题你应该原原本本地解释清楚，否则不可能不让人产生怀疑。
28517,0,1,0.75052196,中国国防科工委官员介绍说，中巴地球资源卫星的成功发射、运行及应用，使得世界上许多国家对中国的地球卫星表示了浓厚兴趣。
29674,0,1,0.7086623,西湖大学从筹备到建立的过程，倾注着党和政府对教育念兹在兹的关心，也展现出科学家群体报效祖国、立德树人的满腔热忱。
33887,1,0,0.39955342,任何品种的生物，不仅跟母体有些相似，而且有些差异。
35805,1,0,0.4721538,北京卫视推出的《忐忑》百人合唱版成为兔年春节网上转帖最快的视频之一，百位翻唱者中有的是龚琳娜的粉丝，有的是选拔出来的网友，有的来自合唱团，年龄跨度涉及到各个年龄层。
18746,1,0,0.30215898,我们在学习上即使取得了很大的成绩，但绝不能骄傲自满。
22961,0,1,0.6772769,通过铁拳反腐，把权力关进制度的笼子，这对我们构建不敢腐的惩戒机制、不能腐的防范机制、不易腐的保障机制有非常重要的作用。
4419,1,0,0.3269926,新兴产业获得政府补贴本无可厚非，但若成为上市企业试图掩盖实际亏损，并撬动资本市场，则远远背离了政府的初衷。
38127,1,0,0.31289035,在美国密歇根州希尔斯代尔市市长改选中，刚满18岁的美国少年塞申斯击败了现任市长英格斯，产生了美国历史上最年轻的市长。
43800,1,0,0.35829315,在线教师时薪过万的消息自从引发社会关注后，每一个教育工作者都应当意识到，如何与力量巨大的互联网相处正成为教育不得不直面的问题。
34311,0,1,0.75642145,为了避免再发生类似的错误，我们一定要从这次事件中吸取教训，并加以改正。
2619,1,0,0.45241475,这场青少年视力健康“保卫战”能否坚持打下去，决定着我国青少年近视问题得到彻底解决。
4316,1,0,0.3231611,2015年11月18日，北冕号邮轮在南大西洋海上起火并倾斜，257名乘客和船员及游人遇险。
22393,1,0,0.41678345,国际原油的不断攀升使世界各国纷纷开始寻找石油的替代能源，于是太阳能光伏作为一种新能源受到极大关注，由此也带热了国内多晶硅的市场，甚至出现了有价无货的状况。
8082,1,0,0.3041177,运用互联网思维有助于优化治理，比如“最多跑一次”改革，办事程序能删繁就简的原因，仰赖的就是政务数据的互联互通和办事流程的全面再造。
40779,1,0,0.27450928,不管网络游戏是以软件的形式出现，还是以某种数字化的形式、在线的形式出现，都只是技术的属性，这改变不了它所承载的文化内容的本质。
10870,1,0,0.4074689,人们对年轻的作协新主席铁凝寄予厚望，不仅仅是期望她荣升以后还能继续写出好作品，更期望她能以特殊的作协体制为中国作家的创作良知而摇旗呐喊。
22046,1,0,0.42655677,第七届中国商品在印度孟买展览会，旨在以建立健全长效交流机制为目的，为广东企业“走出去”提供全方位的服务。
34235,1,0,0.22799507,国家发改委日前正式批复深圳市地铁二期1号线续建工程可行性研究报告，这标志着该工程全面建设工作正式启动，已完成了项目审批程序。
18992,1,0,0.236453,“互联网+”使非物质文化遗产保护工作改善区域限制，形成不同地域共同传承的局面。
44235,1,0,0.33655998,首都博物馆新馆中，一件件精美绝伦的展品看得观众眼花缭乱，同时被它们所折射出的北京传统文化的深厚底蕴和艺术魅力深深震撼。
42905,1,0,0.34243122,在农村公路建设投资上，云南省去年的投资达到151亿元，实现全省新改建农村公路里程超过1．9万公里，农村群众出行条件得到进一步改善。
42346,1,0,0.37385938,省交通厅最近下达文件强调，各地车站要合理安排运力，挖掘运输潜能，确保春运畅通，确保不出现旅客滞留现象。
24571,1,0,0.35698235,成都“12·14”特大交通事故肇事司机孙伟铭“以危险方法危害公共安全罪”一审被判死刑。但在醉车横行因而杀机四伏的马路上，“危害公共安全罪”能否成为防止杀手的防火墙？
41130,1,0,0.43343043,科学家对处于北极圈内的加拿大海域乘坐考察船进行了长达15个月的考察，他们的结论是这一地区变暖速度远快于预期。
23689,1,0,0.34313187,商品包装的进步本无可厚非，但消费者要买的真正是商品本身，而不是包装。
16080,1,0,0.26284683,1月25日，巴以安全官员就巴勒斯坦安全部队进驻加沙中部和南部以制止巴武装派别袭击以色列目标一事达成协议，迈出了通往恢复巴以政治接触的实质性的一步。
20488,1,0,0.3377911,科技创新要“以民为本”，这就需要我们科技工作者改善“公益类科技就是低端技术”的偏见，从制度上着手大力打造“民生科技”。
42065,0,1,0.7042828,在扶贫的路上，不能落下一个贫困家庭，丢下一个贫困群众。
31188,1,0,0.30605868,近日号称“中国首善”的陈光标，捧着一家美国机构颁发的“世界首善”证书从纽约凯旋而归，回来后很快声称“被骗了”。
12401,1,0,0.4886943,2011年的世界园艺博览会，必然会对西安城市形象、人民生活水平的提高和社会的全面进步产生巨大的推动作用。
25865,0,1,0.63807976,我们要与自然和谐相处，保护好属于我们人类自己的家园一一地球。
19221,1,0,0.2218523,杭州湾跨海大桥建设有利于主动接轨上海，扩大开放，推动长江三角洲地区合作与交流，增强浙江省特别是宁波市和嘉兴市对内对外开放水平，提高综合实力和国际竞争力。
3835,1,0,0.403094,5月20日至21日，潘基文首先在中国常驻联合国代表王光亚的陪同下参观了世界自然与文化遗产黄山．然后又来到世界文化遗产西递古民居。
21030,1,0,0.40596685,专家强调，公共场所禁烟规定远不能解决我国公共场所的烟害问题，国家控烟立法已经刻不容缓，劝阻青少年戒烟也显得尤为重要。
16285,1,0,0.3683654,应聘的外国专家正式工资一般应高于或维持试用期工资而不能低于试用期工资。
30831,1,0,0.43989635,中国联通新闻发言人宣布，2013年的营业额为24亿元人民币，相比2012年减少了一倍多。
5006,1,0,0.46946698,“三改一拆”、“五水共治”非有恒心才能抓到底，我们要有长期作战的思想准备，再接再厉，再干五年，拆出一片新天地，治出一番新气象。
19193,1,0,0.2100725,综观孔子的一生，虽然他在对理想社会的追求过程中屡受挫折，但他在这种追求实践中树立起一种伟大的人格形象。
38762,0,1,0.63559794,届时，奥林匹克的精神将随着“渊源共生，和谐共融”的祥云火炬传遍世界，中国的古老文明也将在奥林匹克运动的史册上写下浓重的一笔。
33955,1,0,0.27148023,是否选择对未来负责的低碳生活方式，是衡量现代人良好素质的重要标准。
29709,1,0,0.22260444,面对朝鲜半岛紧张的局势，中国政府日前紧急召见朝韩双方驻华大使，敦促双方保持克制，切忌不要采取过激行为使冲突进一步升级。
42468,1,0,0.40554968,一般情况是，鸟儿如果想在城市生活，就必须提高嗓门，以免自己的声音不被噪声淹没。
14698,1,0,0.35945845,借助物联网系统提供的增值服务，作为国内专用电梯制造商的上海三菱在发展中实现了华丽转身，这是我们非常值得学习和借鉴的。
14854,0,1,0.6583098,连日来，绵阳各地消防队收到很多“神秘快递”，不少市民匿名向消防员送去爱心，还留言“愿你们每一次出警都平安归来”，表达了对消防员深深的感激关心之情。
44235,1,0,0.33655998,首都博物馆新馆中，一件件精美绝伦的展品看得观众眼花缭乱，同时被它们所折射出的北京传统文化的深厚底蕴和艺术魅力深深震撼。
37237,1,0,0.4447454,深圳东江纵队纪念馆分大厅、展厅、文物厅、烈士芳名碑四部分组成，充分显示了中华儿女自强不息的民族精神。
35982,1,0,0.48828053,为北京申奥成功作出贡献的《申办报告》是一幅全面展现中国北京风采的锦绣画卷，国际奥委会已经收藏，目前陈列在瑞士洛桑奥林匹克博物馆中。
31782,1,0,0.4837164,前些日子，我去参观一个书法展览，看到了不少佳作。大至尺幅盈丈的飞白，小至玉润珠圆的蝇头小楷，姹紫嫣红，争奇斗艳，引人驻足，令人赞叹。
12194,1,0,0.31195864,在课堂上看老师课前制作的微视频。能增加学生的学习兴趣和课堂教学效率。
43943,1,0,0.3325757,我国幅员辽阔，物资丰富，人口众多，盲人数量也是世界上最多的国家。
3172,1,0,0.22473563,为尽快让篮球运动在校园里火起来，我市近期启动并制定了“校园篮球行动”计划。
12856,1,0,0.33701572,企业从政府申请科研项目，政府拿出科技经费让企业研发技术，成功后去申请属于自己的专昨技术，用纳税人的钱研发技术再去赚纳税人的钱，逻辑上是行不通的。
42254,0,1,0.6940939,随着天然气、自来水及菜肉等价格陆续上调，统计、社科等部门专家表示物价上涨已成定局，防通胀成为下一阶段宏观调控重点。
22727,0,1,0.8105962,而今，公共服务型政府的理念已经越来越明晰。对此，我们可以期待，到本届政府任期届满，一个强有力的公共服务型政府将会初步成型。
2393,1,0,0.3754487,我国接种已累计新冠病毒疫苗7.6306亿剂次，证明了国产新冠病毒疫苗良好的安全性。
26079,1,0,0.2563472,记者来到江西九江市白鹿洞书院前，只见这座被称为“海内第一书院”坐落在风景秀丽的山下，周围绿树成荫。
3115,1,0,0.32604805,艺术大师张大千不仅使西方艺术界、学术界重新认识了中国文化的重要性、特殊性和辉煌性，也使海外华人重新获得了对中华文化的认同。
8809,0,1,0.5149543,教育公平是社会公平的基础，多年来教育事业有了重大发展，但区域之间、城乡之间、人群之间还有一些不公平的现象，这应当是我们今后工作的重点。
40857,0,1,0.52351475,几乎可以断言，能够写好一段，一定能写好一篇；反之，连一段话都说不利落，一整篇就必然更加夹缠不清了。
13024,1,0,0.37236205,昨日，西藏扎墨公路控制性工程­­——嘎隆拉隧道顺利贯通，这标志着墨脱即将摘去“全国惟一不通公路县”的帽子。一时间关于墨脱的报道见诸于各大媒体。
13417,1,0,0.28625736,据国家统计局统计数据，2008年中国公务员平均工资仅为33869元/年，月工资2830.75元，加上各种津贴、福利等收入，平均实际收入在5000元/月上下。
23233,1,0,0.4449281,中国是茶树的原产地，也是世界上最早制茶的国家，很久以前，中国人就把茶树种子和种茶经验传授给世界各国人民。
10777,0,1,0.57072437,防雾霾口罩不仅可以防寒，而且可以阻止一些小颗粒灰尘进入呼吸道。
25607,1,0,0.18033686,我省落实科学发展观，贯彻“节约与开发并举，把节约放在首位”，全省建设节约型社会工作初见成效。
35850,1,0,0.35135394,据中新网10 月6日报道，苹果公司的前任首席执行官乔布斯已经去世，并在其官方网站登出讣告。
32612,1,0,0.35682303,尽管我们观点上与他们截然不同，我还是要毫无保留、毫无顾忌地讲出自己的观点。
43253,0,1,0.5194007,临近春节，商场里新增了糖果、对联、速冻饺子、山核桃等年货专柜。
1362,1,0,0.36471087,2006年我市公安机关侦破的刑事案件数与上年相比大幅上升41.8%，一批严重刑事犯罪案件被迅速侦破。
25623,1,0,0.3973395,据调查，有高达78%的用户在“阿里腾讯要开银行，你会不会去存钱”的问题上给予了明确的答案，这表明试点民营银行有着广泛的认可度。
27387,1,0,0.37338197,过去10年间，我国汽车产量以平均23.5%的幅度每年高速增长，自主品牌汽车产品的质量不断提升，价格也变得更加实惠。
23690,1,0,0.3442615,在《红楼梦》中，曹雪芹对人的情感世界的刻画与对整个社会及其文化传统的反省结合起来，极大地提高了作品的艺术容量。
5164,1,0,0.18269458,面对一段情景交融的文字，老师要引导学生自己去细细品读，让学生设身处地领略语言文字所描绘的生动形象、丰富情感，从而得到情操的陶冶。
1895,1,0,0.17999002,“牛郎织女”的爱情故事曲折动人、流传千古，也为古老的传统节日“七夕”蒙上一层神秘而浪漫的面纱，这是只属于中国才会有的浪漫。
28910,1,0,0.43049103,面对农村教师队伍不稳定、教师招聘难度大，某市有关领导提出，要不折不扣地落实好相关政策，满足农村学校教学需要。
26713,1,0,0.28656587,在华盛顿核安全峰会上，与会的国家首脑以防止“核恐怖”为中心话题，进行了积极的讨论和磋商，提出了一些基本共识。
8959,1,0,0.33192897,只有把想法付诸于行动，才能最大限度地达到交们晶目标。
21384,1,0,0.33672953,所有政府机关及其工作人员都必须认真遵守国家的法律、法规和政策，忠实履行自己的职责。
22228,1,0,0.329051,过去10年间，我国汽车产量以平均23.5%的幅度每年高速增长，自主品牌汽车产品的质量不断提升，价格也变得更加合理。
3775,1,0,0.22781503,反腐倡廉法规制度建设要围绕授权、用权、制权，合理确定权力归属，厘清权力清单，把权力运行置于群众监督之下，最大限度减少权力寻租空间。
721,0,1,0.6721132,若遇到风和日丽的午后，你不但不感到岁时的肃杀，而且还可以饱觉着一种莫名其妙的含蓄在那里的生气。
39018,1,0,0.3966456,多日来中国东部地区持续出现严重雾霾天气，局部地区空气污染指数达6级，安徽和浙江的部分地区的高速公路被迫关闭，航班起降也受到了严重影响。
33742,0,1,0.65360403,我省出版界积极组织精品图书参展，介绍、展现本省出版界面对加入WTO的新形势，加快产业化发展的新思路、新风貌。
43248,1,0,0.45625317,国家已十几次对药品进行了降价，但老百姓“看病贵”的问题仍未得到解决，原因是患者在医院总难以买到便宜的药品使得降价失去了实际的意义。
750,1,0,0.36137706,中华民族的文化强国梦，不是狭隘民族主义的文化霸权，而是海纳百川，有容乃大，百花齐放，推陈出新，是传承民族传统、植根伟大实践的开放包容。
2975,1,0,0.3941675,11月26日、27日，日本主流媒体《朝日新闻》用四个整版罕见地刊登名为“日中战争”的专题报道，对侵华战争进行全面冷静的反思。
15486,1,0,0.3683799,奥巴马一到中国就与青年人展开对话，介绍美国政府的对外政策及他本人，这似乎印证了美国媒体的观点：奥巴马对华政策成败与否的关键是能否赢得中国的青年人。
7467,0,1,0.8725721,在快速充电时，电荷迁移速度加快，就更容易让电池温度升高，一些不期望的副反应甚至结构性破坏就可能发生。
38114,1,0,0.34607297,近年来，故宫博物院一直在努力挖掘文物背后的时代精神、人文价值、艺术造诣，力图让故宫的文化资源得到更好地呈现与利用。
19843,1,0,0.4489875,关于天宫一号的模样，人们已不陌生，其模型在2009年央视春晚第一次公开亮相后，曾多次在大型科技展览上与公众见面。
33025,0,1,0.69906473,在该官网上，十部提名作品的作者及出版社名单也予以公示。该公示还注明“公示截止期为8月15日。其间，如发现提名作品有不符合《茅盾文学奖评奖条例》的情况，请向评奖办公室反映”。
29936,1,0,0.46815613,事实上，中国网速问题已为业界探讨多年。根据有关机构发布的网络调查显示，多数消费者对于网速及网价的体验并不满意。
24666,1,0,0.4356304,思想政治学科要求学生有针对性地调动有关学科知识，准确获取和解读信息，全面阐释或评价有关理论问题的现实问题，具有综合性和复杂性。
3722,1,0,0.41710538,张艺谋和他的团队经过几百个日夜的努力，60年国庆大典以震撼人心的视觉感受将中国人民取得的伟大成就展现在世界人民面前。
4676,1,0,0.2565089,全国工商联副主席卢文端表示，此次非法“占中”行为，不但伤害了包括基层业者在内的工商界人士，重创香港整体经济；而且严重影响了市民的正常生活。
1841,0,1,0.90370715,国家技术监督总局汪总工程师，对河南省铁路技术改造总公司就全省铁路电气化改造提出设想的肯定是无可指责的。
10010,1,0,0.4559427,紫禁城是最伟大的人类建筑史上的艺术奇葩，是世界历史文化遗产中的一颗璀璨的明珠，更是中华民族文化的标记。
38444,1,0,0.2384485,周小平们在网络上的崛起凭借的其实是一股锐气，他们用这股锐气帮我们思考和回答了这样一个问题：在互联网舆论面前，应保持什么样的处世态度最适宜。
894,1,0,0.34181497,在国家房贷政策出台后，各大商业银行纷纷提高了贷款的门槛。前几天，南京的王女士终于感受到了来自银行的“寒意”，被拒绝了银行的贷款申请。
13454,1,0,0.36883774,教育局从今年11月起正式启用了校车监控平台，全市6100多辆校车均已装上“天眼”系统，实施了校车监控全覆盖。校车如果有超载情况，该系统就会将情况自动上报监控平台。
38641,1,0,0.46124002,最近，阿尔法狗与围棋世界冠军柯洁之间的对战赚足了眼球，连胜三局，成为舆论关注的焦点。
44144,0,1,0.76518035,《草原》这篇课文的作者是老舍先生
26672,1,0,0.2441892,中国体育彩票事业经过近几年的发展，走出了一条具有中国特色的从小到大、从弱么强、从无到有的发展之路。
19928,1,0,0.22873749,乐山题材电影《人怕出名猪怕壮》充分展现了大乐山特色和当下的许多社会热点，剧情紧凑，让人在捧腹大笑后又能引发深思，是一部值得观看的接地气的影片。
11640,1,0,0.40910536,称谓语用得准确恰当，不但会影响交际的顺利与否，也反映一个人的文化修养。
43005,1,0,0.28878295,“绿领巾”事件和“红校服”事件都应该引起教育部门的反思，教育应该围绕塑造学生健全的人格为中心，教育孩子“成人”的重要性远远大于“成才”。
23388,1,0,0.47963643,人口老龄化，给“未富先老”的中国带来巨大考验和压力，健全和改善“积极老龄化”“健康老龄化”的制度和服务体系刻不容缓。
24638,1,0,0.2671884,针对人们关心的景区门票价格是否上涨的问题，景区负责人进行了否认，并坦言，超高的门票会减少旅游的人数，影响旅游业的总收入。
15447,1,0,0.33011422,我国每年因食用农药污染的食品而导致中毒的人数达到20万以上，约占食物中毒人数的三分之一，长期摄入过量农药会对人的多个系统造成危害。
486,1,0,0.3992758,科学工作者需要开阔的心胸，就是和自己学术观点不一样的同行也应坦诚相待，怎么就和自己同过患难、共过生死的朋友分道扬镳了呢？
11841,1,0,0.27342343,光纤宽带的普及，不仅方便了普通大众生活，还为小微企业降低网络成本和稳固的高速网络基础，激发了社会创业创新热情，为经济发展提供了新动能。
12047,0,1,0.5730781,推行素质教育是保证青少年健康成长的条件之一。
40064,1,0,0.42135882,国家级的报刊，必须增加使用语言文字的规范意识。
20320,1,0,0.24535544,我们对腐败向来是深恶痛绝的，但长久以来，我们已司空见惯了腐败官员贪污受贿、穷奢极欲的丑行，我们的心正在变凉、变硬，变得麻木，变得无奈。
20439,1,0,0.49325565,在这个问题上，有人主张接受，有人主张反对，他同意这种主张。
14525,1,0,0.2998773,构建和谐社会是一股春风，但她的风力远远不能让普天庶民温暖；坚持科学发展是—缕阳光，但她的照射远远没有让神州大地覆盖。
14155,0,1,0.5700362,2017年“国庆”、“中秋”双节相连，是万家团圆的好时机，你们却依然坚守在祖国最北端的边防线上，你们为万家和乐奉献着自己的青春。
43116,1,0,0.1777799,欧盟向中国出口的家具、餐具等商品进行“反倾销调查”的呼声近期又甚嚣尘上，这表明中国出口商品将面临新一轮“反倾销”浪潮的冲击。
33607,0,1,0.52008724,新型激光光动力疗法作为一种精确制导、定向爆破的高科技医疗技术，近年来在临床上取得了很好的疗效，为许多血管瘤患者解除了“心腹之患”。
20703,1,0,0.2351939,本协议自1985年1月1日起至1990年12月31日止，有效期5年，其间如无特殊原因，双方均有恪守协议的义务。
29494,1,0,0.22767141,《变形金刚4》引爆了电影市场，成为第一部中国电影史上“首日票房超2亿”的电影。这让我们看到了优秀电影巨大的社会影响力。
10017,0,1,0.5985588,因为学科跨度大、文字要求高，她先后联系的几家高校都因这个项目难度太大而婉拒。
35746,1,0,0.49376646,小明意识到自己的骄傲自满有多么愚蠢。
27120,0,1,0.6213785,受海南国际旅游岛概念影响，开发建设的热潮开始升温，万科、绿城等知名开发商均在海南大手笔圈地。
43997,1,0,0.4944099,以“发展民间艺术，促进友谊和平”为主题的第十届中国国际民间艺术节将在西宁市举行，将有来自12个国家的艺术团体约260位左右艺术家参加此次艺术节。
6792,0,1,0.82599175,从他身上，我们看到了革命战争年代形成的干部和群众打成一片，同甘共苦的好传统。
17199,1,0,0.2381026,按现有计划，印度在2008年开始尝试回收和发射无人航天器，2009年尝试向月球轨道发射无人航天器。
32991,1,0,0.27756253,人们把高空坠物称为“悬在城市上空的痛”，带来的危害是难以估量的，像不定时的炸弹，困扰着市民，严重威胁着市民的生命财产安全。
6251,0,1,0.5592321,因三公经费紧缩，今年奢侈用品的销售出现了实际行情与市场预估截然相反的现象。
